"Customer Name","MW-BETHESDA HOSPITAL"
"Account Number","0490067501"
"Recorder ID","104804722"
"Service Address1",""
"Service Address2",""
CityStateZip,"","OH",""

"DATE","TIME","kWh","kQh"
"011905","1700","369.36","417.96"
"011905","1715","363.96","417.96"
"011905","1730","352.08","407.16"
"011905","1745","347.76","407.16"
"011905","1800","348.84","405"
"011905","1815","341.28","399.6"
"011905","1830","339.12","399.6"
"011905","1845","333.72","390.96"
"011905","1900","336.96","401.76"
"011905","1915","333.72","392.04"
"011905","1930","332.64","393.12"
"011905","1945","329.4","390.96"
"011905","2000","329.4","389.88"
"011905","2015","328.32","386.64"
"011905","2030","327.24","385.56"
"011905","2045","330.48","393.12"
"011905","2100","329.4","392.04"
"011905","2115","327.24","387.72"
"011905","2130","327.24","390.96"
"011905","2145","322.92","384.48"
"011905","2200","321.84","387.72"
"011905","2215","320.76","388.8"
"011905","2230","320.76","386.64"
"011905","2245","321.84","388.8"
"011905","2300","317.52","380.16"
"011905","2315","316.44","383.4"
"011905","2330","319.68","383.4"
"011905","2345","316.44","383.4"
"011905","2400","314.28","384.48"
"012005","0015","312.12","378"
"012005","0030","311.04","373.68"
"012005","0045","313.2","374.76"
"012005","0100","316.44","383.4"
"012005","0115","309.96","375.84"
"012005","0130","309.96","376.92"
"012005","0145","315.36","375.84"
"012005","0200","314.28","381.24"
"012005","0215","313.2","376.92"
"012005","0230","311.04","376.92"
"012005","0245","312.12","378"
"012005","0300","311.04","373.68"
"012005","0315","312.12","375.84"
"012005","0330","313.2","379.08"
"012005","0345","311.04","376.92"
"012005","0400","313.2","378"
"012005","0415","313.2","375.84"
"012005","0430","315.36","378"
"012005","0445","314.28","374.76"
"012005","0500","316.44","374.76"
"012005","0515","316.44","374.76"
"012005","0530","314.28","371.52"
"012005","0545","324","375.84"
"012005","0600","326.16","384.48"
"012005","0615","330.48","383.4"
"012005","0630","332.64","384.48"
"012005","0645","340.2","390.96"
"012005","0700","345.6","397.44"
"012005","0715","347.76","397.44"
"012005","0730","355.32","403.92"
"012005","0745","361.8","410.4"
"012005","0800","370.44","413.64"
"012005","0815","382.32","424.44"
"012005","0830","385.56","425.52"
"012005","0845","382.32","423.36"
"012005","0900","392.04","432"
"012005","0915","398.52","433.08"
"012005","0930","398.52","433.08"
"012005","0945","400.68","436.32"
"012005","1000","402.84","432"
"012005","1015","406.08","437.4"
"012005","1030","408.24","438.48"
"012005","1045","409.32","436.32"
"012005","1100","410.4","436.32"
"012005","1115","412.56","440.64"
"012005","1130","409.32","442.8"
"012005","1145","402.84","435.24"
"012005","1200","407.16","438.48"
"012005","1215","409.32","440.64"
"012005","1230","405","438.48"
"012005","1245","403.92","436.32"
"012005","1300","405","436.32"
"012005","1315","411.48","449.28"
"012005","1330","405","443.88"
"012005","1345","402.84","440.64"
"012005","1400","408.24","443.88"
"012005","1415","411.48","448.2"
"012005","1430","402.84","441.72"
"012005","1445","401.76","442.8"
"012005","1500","402.84","442.8"
"012005","1515","400.68","442.8"
"012005","1530","396.36","438.48"
"012005","1545","394.2","438.48"
"012005","1600","389.88","434.16"
"012005","1615","389.88","436.32"
"012005","1630","380.16","428.76"
"012005","1645","375.84","427.68"
"012005","1700","369.36","421.2"
"012005","1715","363.96","419.04"
"012005","1730","356.4","408.24"
"012005","1745","357.48","411.48"
"012005","1800","348.84","400.68"
"012005","1815","346.68","399.6"
"012005","1830","345.6","400.68"
"012005","1845","342.36","397.44"
"012005","1900","339.12","397.44"
"012005","1915","335.88","394.2"
"012005","1930","334.8","387.72"
"012005","1945","333.72","383.4"
"012005","2000","333.72","390.96"
"012005","2015","333.72","386.64"
"012005","2030","332.64","389.88"
"012005","2045","333.72","389.88"
"012005","2100","334.8","396.36"
"012005","2115","329.4","390.96"
"012005","2130","330.48","386.64"
"012005","2145","331.56","396.36"
"012005","2200","333.72","397.44"
"012005","2215","331.56","397.44"
"012005","2230","336.96","398.52"
"012005","2245","336.96","392.04"
"012005","2300","333.72","385.56"
"012005","2315","336.96","390.96"
"012005","2330","330.48","388.8"
"012005","2345","322.92","383.4"
"012005","2400","321.84","381.24"
"012105","0015","318.6","380.16"
"012105","0030","319.68","384.48"
"012105","0045","321.84","381.24"
"012105","0100","319.68","383.4"
"012105","0115","319.68","384.48"
"012105","0130","320.76","384.48"
"012105","0145","318.6","381.24"
"012105","0200","316.44","379.08"
"012105","0215","319.68","382.32"
"012105","0230","317.52","380.16"
"012105","0245","321.84","381.24"
"012105","0300","318.6","379.08"
"012105","0315","320.76","384.48"
"012105","0330","315.36","374.76"
"012105","0345","321.84","379.08"
"012105","0400","315.36","373.68"
"012105","0415","319.68","379.08"
"012105","0430","320.76","376.92"
"012105","0445","317.52","373.68"
"012105","0500","318.6","373.68"
"012105","0515","320.76","374.76"
"012105","0530","317.52","371.52"
"012105","0545","321.84","376.92"
"012105","0600","336.96","384.48"
"012105","0615","338.04","390.96"
"012105","0630","339.12","388.8"
"012105","0645","343.44","394.2"
"012105","0700","343.44","392.04"
"012105","0715","352.08","395.28"
"012105","0730","361.8","407.16"
"012105","0745","373.68","417.96"
"012105","0800","378","422.28"
"012105","0815","390.96","429.84"
"012105","0830","393.12","434.16"
"012105","0845","399.6","436.32"
"012105","0900","398.52","436.32"
"012105","0915","398.52","437.4"
"012105","0930","394.2","435.24"
"012105","0945","399.6","436.32"
"012105","1000","397.44","435.24"
"012105","1015","396.36","437.4"
"012105","1030","400.68","436.32"
"012105","1045","400.68","434.16"
"012105","1100","400.68","436.32"
"012105","1115","402.84","437.4"
"012105","1130","405","438.48"
"012105","1145","401.76","440.64"
"012105","1200","401.76","440.64"
"012105","1215","408.24","446.04"
"012105","1230","399.6","440.64"
"012105","1245","401.76","442.8"
"012105","1300","401.76","440.64"
"012105","1315","405","444.96"
"012105","1330","402.84","443.88"
"012105","1345","401.76","441.72"
"012105","1400","400.68","441.72"
"012105","1415","398.52","436.32"
"012105","1430","394.2","435.24"
"012105","1445","395.28","437.4"
"012105","1500","394.2","437.4"
"012105","1515","393.12","437.4"
"012105","1530","392.04","437.4"
"012105","1545","385.56","433.08"
"012105","1600","383.4","428.76"
"012105","1615","382.32","426.6"
"012105","1630","372.6","424.44"
"012105","1645","367.2","423.36"
"012105","1700","362.88","414.72"
"012105","1715","359.64","416.88"
"012105","1730","347.76","403.92"
"012105","1745","344.52","402.84"
"012105","1800","346.68","398.52"
"012105","1815","343.44","398.52"
"012105","1830","341.28","395.28"
"012105","1845","340.2","392.04"
"012105","1900","340.2","397.44"
"012105","1915","335.88","393.12"
"012105","1930","333.72","390.96"
"012105","1945","334.8","390.96"
"012105","2000","336.96","387.72"
"012105","2015","341.28","386.64"
"012105","2030","344.52","390.96"
"012105","2045","344.52","389.88"
"012105","2100","342.36","389.88"
"012105","2115","338.04","389.88"
"012105","2130","339.12","389.88"
"012105","2145","324","384.48"
"012105","2200","326.16","390.96"
"012105","2215","329.4","394.2"
"012105","2230","322.92","388.8"
"012105","2245","320.76","385.56"
"012105","2300","325.08","387.72"
"012105","2315","321.84","382.32"
"012105","2330","320.76","383.4"
"012105","2345","320.76","380.16"
"012105","2400","319.68","381.24"
"012205","0015","318.6","383.4"
"012205","0030","317.52","380.16"
"012205","0045","315.36","379.08"
"012205","0100","322.92","387.72"
"012205","0115","317.52","384.48"
"012205","0130","315.36","382.32"
"012205","0145","315.36","378"
"012205","0200","318.6","375.84"
"012205","0215","314.28","373.68"
"012205","0230","309.96","369.36"
"012205","0245","318.6","373.68"
"012205","0300","316.44","374.76"
"012205","0315","314.28","375.84"
"012205","0330","312.12","373.68"
"012205","0345","318.6","378"
"012205","0400","311.04","371.52"
"012205","0415","311.04","372.6"
"012205","0430","315.36","379.08"
"012205","0445","316.44","375.84"
"012205","0500","311.04","371.52"
"012205","0515","311.04","370.44"
"012205","0530","314.28","371.52"
"012205","0545","316.44","373.68"
"012205","0600","312.12","369.36"
"012205","0615","311.04","369.36"
"012205","0630","316.44","372.6"
"012205","0645","315.36","370.44"
"012205","0700","314.28","370.44"
"012205","0715","317.52","368.28"
"012205","0730","317.52","370.44"
"012205","0745","316.44","368.28"
"012205","0800","317.52","371.52"
"012205","0815","315.36","367.2"
"012205","0830","315.36","367.2"
"012205","0845","316.44","365.04"
"012205","0900","313.2","366.12"
"012205","0915","314.28","370.44"
"012205","0930","317.52","373.68"
"012205","0945","315.36","372.6"
"012205","1000","315.36","372.6"
"012205","1015","317.52","371.52"
"012205","1030","315.36","369.36"
"012205","1045","314.28","369.36"
"012205","1100","314.28","372.6"
"012205","1115","313.2","371.52"
"012205","1130","312.12","369.36"
"012205","1145","314.28","369.36"
"012205","1200","314.28","371.52"
"012205","1215","311.04","368.28"
"012205","1230","312.12","369.36"
"012205","1245","312.12","373.68"
"012205","1300","318.6","372.6"
"012205","1315","322.92","375.84"
"012205","1330","326.16","380.16"
"012205","1345","324","376.92"
"012205","1400","331.56","381.24"
"012205","1415","328.32","379.08"
"012205","1430","318.6","373.68"
"012205","1445","314.28","369.36"
"012205","1500","313.2","370.44"
"012205","1515","313.2","370.44"
"012205","1530","309.96","368.28"
"012205","1545","312.12","370.44"
"012205","1600","307.8","368.28"
"012205","1615","312.12","369.36"
"012205","1630","311.04","370.44"
"012205","1645","312.12","369.36"
"012205","1700","313.2","370.44"
"012205","1715","314.28","371.52"
"012205","1730","313.2","365.04"
"012205","1745","305.64","359.64"
"012205","1800","306.72","359.64"
"012205","1815","308.88","365.04"
"012205","1830","311.04","371.52"
"012205","1845","311.04","371.52"
"012205","1900","311.04","372.6"
"012205","1915","311.04","372.6"
"012205","1930","319.68","378"
"012205","1945","317.52","376.92"
"012205","2000","319.68","376.92"
"012205","2015","322.92","381.24"
"012205","2030","327.24","387.72"
"012205","2045","320.76","380.16"
"012205","2100","316.44","380.16"
"012205","2115","308.88","375.84"
"012205","2130","311.04","376.92"
"012205","2145","308.88","374.76"
"012205","2200","307.8","371.52"
"012205","2215","307.8","373.68"
"012205","2230","311.04","375.84"
"012205","2245","311.04","375.84"
"012205","2300","314.28","380.16"
"012205","2315","311.04","376.92"
"012205","2330","320.76","382.32"
"012205","2345","322.92","381.24"
"012205","2400","315.36","374.76"
"012305","0015","317.52","375.84"
"012305","0030","315.36","374.76"
"012305","0045","316.44","376.92"
"012305","0100","318.6","379.08"
"012305","0115","318.6","380.16"
"012305","0130","309.96","373.68"
"012305","0145","311.04","372.6"
"012305","0200","311.04","371.52"
"012305","0215","309.96","372.6"
"012305","0230","314.28","372.6"
"012305","0245","322.92","379.08"
"012305","0300","321.84","378"
"012305","0315","313.2","373.68"
"012305","0330","307.8","370.44"
"012305","0345","311.04","372.6"
"012305","0400","315.36","374.76"
"012305","0415","321.84","376.92"
"012305","0430","322.92","378"
"012305","0445","318.6","375.84"
"012305","0500","318.6","375.84"
"012305","0515","317.52","372.6"
"012305","0530","319.68","376.92"
"012305","0545","319.68","374.76"
"012305","0600","311.04","368.28"
"012305","0615","314.28","370.44"
"012305","0630","309.96","366.12"
"012305","0645","316.44","369.36"
"012305","0700","318.6","371.52"
"012305","0715","324","375.84"
"012305","0730","319.68","373.68"
"012305","0745","316.44","375.84"
"012305","0800","313.2","373.68"
"012305","0815","315.36","373.68"
"012305","0830","320.76","375.84"
"012305","0845","319.68","372.6"
"012305","0900","319.68","374.76"
"012305","0915","319.68","378"
"012305","0930","321.84","379.08"
"012305","0945","315.36","372.6"
"012305","1000","320.76","374.76"
"012305","1015","316.44","372.6"
"012305","1030","315.36","372.6"
"012305","1045","315.36","373.68"
"012305","1100","308.88","369.36"
"012305","1115","313.2","373.68"
"012305","1130","309.96","372.6"
"012305","1145","311.04","375.84"
"012305","1200","314.28","372.6"
"012305","1215","311.04","373.68"
"012305","1230","308.88","369.36"
"012305","1245","311.04","374.76"
"012305","1300","316.44","375.84"
"012305","1315","321.84","380.16"
"012305","1330","320.76","379.08"
"012305","1345","327.24","384.48"
"012305","1400","325.08","382.32"
"012305","1415","319.68","380.16"
"012305","1430","311.04","372.6"
"012305","1445","316.44","376.92"
"012305","1500","313.2","374.76"
"012305","1515","315.36","376.92"
"012305","1530","312.12","376.92"
"012305","1545","309.96","372.6"
"012305","1600","315.36","379.08"
"012305","1615","311.04","375.84"
"012305","1630","313.2","374.76"
"012305","1645","311.04","373.68"
"012305","1700","312.12","375.84"
"012305","1715","314.28","371.52"
"012305","1730","314.28","372.6"
"012305","1745","318.6","373.68"
"012305","1800","319.68","372.6"
"012305","1815","325.08","371.52"
"012305","1830","326.16","374.76"
"012305","1845","326.16","375.84"
"012305","1900","325.08","376.92"
"012305","1915","316.44","371.52"
"012305","1930","314.28","369.36"
"012305","1945","312.12","368.28"
"012305","2000","306.72","363.96"
"012305","2015","313.2","369.36"
"012305","2030","311.04","367.2"
"012305","2045","312.12","372.6"
"012305","2100","315.36","369.36"
"012305","2115","313.2","369.36"
"012305","2130","312.12","371.52"
"012305","2145","312.12","368.28"
"012305","2200","312.12","371.52"
"012305","2215","308.88","366.12"
"012305","2230","314.28","370.44"
"012305","2245","313.2","371.52"
"012305","2300","312.12","370.44"
"012305","2315","311.04","371.52"
"012305","2330","311.04","372.6"
"012305","2345","312.12","372.6"
"012305","2400","312.12","374.76"
"012405","0015","313.2","374.76"
"012405","0030","316.44","379.08"
"012405","0045","321.84","380.16"
"012405","0100","325.08","383.4"
"012405","0115","325.08","381.24"
"012405","0130","331.56","385.56"
"012405","0145","333.72","388.8"
"012405","0200","326.16","382.32"
"012405","0215","322.92","378"
"012405","0230","320.76","374.76"
"012405","0245","314.28","370.44"
"012405","0300","315.36","375.84"
"012405","0315","312.12","369.36"
"012405","0330","319.68","379.08"
"012405","0345","313.2","371.52"
"012405","0400","318.6","374.76"
"012405","0415","313.2","370.44"
"012405","0430","316.44","373.68"
"012405","0445","312.12","368.28"
"012405","0500","316.44","371.52"
"012405","0515","318.6","372.6"
"012405","0530","324","376.92"
"012405","0545","326.16","374.76"
"012405","0600","344.52","392.04"
"012405","0615","341.28","387.72"
"012405","0630","344.52","389.88"
"012405","0645","345.6","390.96"
"012405","0700","352.08","397.44"
"012405","0715","360.72","408.24"
"012405","0730","359.64","406.08"
"012405","0745","370.44","417.96"
"012405","0800","373.68","417.96"
"012405","0815","383.4","430.92"
"012405","0830","386.64","436.32"
"012405","0845","393.12","440.64"
"012405","0900","400.68","444.96"
"012405","0915","408.24","452.52"
"012405","0930","403.92","447.12"
"012405","0945","411.48","450.36"
"012405","1000","416.88","455.76"
"012405","1015","412.56","446.04"
"012405","1030","415.8","442.8"
"012405","1045","416.88","444.96"
"012405","1100","412.56","442.8"
"012405","1115","417.96","447.12"
"012405","1130","411.48","443.88"
"012405","1145","412.56","444.96"
"012405","1200","412.56","443.88"
"012405","1215","414.72","447.12"
"012405","1230","397.44","437.4"
"012405","1245","400.68","437.4"
"012405","1300","398.52","436.32"
"012405","1315","399.6","437.4"
"012405","1330","401.76","439.56"
"012405","1345","408.24","442.8"
"012405","1400","406.08","440.64"
"012405","1415","403.92","438.48"
"012405","1430","401.76","436.32"
"012405","1445","398.52","434.16"
"012405","1500","397.44","430.92"
"012405","1515","396.36","433.08"
"012405","1530","390.96","428.76"
"012405","1545","390.96","430.92"
"012405","1600","388.8","427.68"
"012405","1615","385.56","426.6"
"012405","1630","381.24","421.2"
"012405","1645","378","423.36"
"012405","1700","371.52","417.96"
"012405","1715","360.72","409.32"
"012405","1730","357.48","406.08"
"012405","1745","355.32","405"
"012405","1800","346.68","396.36"
"012405","1815","339.12","392.04"
"012405","1830","335.88","393.12"
"012405","1845","331.56","385.56"
"012405","1900","328.32","387.72"
"012405","1915","325.08","382.32"
"012405","1930","324","381.24"
"012405","1945","322.92","378"
"012405","2000","325.08","380.16"
"012405","2015","326.16","381.24"
"012405","2030","322.92","375.84"
"012405","2045","326.16","383.4"
"012405","2100","325.08","379.08"
"012405","2115","327.24","386.64"
"012405","2130","328.32","386.64"
"012405","2145","328.32","382.32"
"012405","2200","326.16","387.72"
"012405","2215","322.92","383.4"
"012405","2230","322.92","384.48"
"012405","2245","320.76","387.72"
"012405","2300","320.76","388.8"
"012405","2315","317.52","386.64"
"012405","2330","315.36","382.32"
"012405","2345","318.6","379.08"
"012405","2400","315.36","378"
"012505","0015","322.92","381.24"
"012505","0030","322.92","383.4"
"012505","0045","324","384.48"
"012505","0100","320.76","384.48"
"012505","0115","321.84","382.32"
"012505","0130","322.92","385.56"
"012505","0145","321.84","385.56"
"012505","0200","320.76","384.48"
"012505","0215","326.16","390.96"
"012505","0230","328.32","393.12"
"012505","0245","327.24","388.8"
"012505","0300","320.76","382.32"
"012505","0315","321.84","382.32"
"012505","0330","325.08","388.8"
"012505","0345","326.16","388.8"
"012505","0400","331.56","387.72"
"012505","0415","329.4","384.48"
"012505","0430","328.32","383.4"
"012505","0445","331.56","384.48"
"012505","0500","330.48","384.48"
"012505","0515","331.56","386.64"
"012505","0530","331.56","382.32"
"012505","0545","340.2","388.8"
"012505","0600","340.2","392.04"
"012505","0615","341.28","387.72"
"012505","0630","342.36","388.8"
"012505","0645","346.68","395.28"
"012505","0700","346.68","393.12"
"012505","0715","357.48","406.08"
"012505","0730","358.56","408.24"
"012505","0745","368.28","416.88"
"012505","0800","371.52","420.12"
"012505","0815","378","428.76"
"012505","0830","386.64","432"
"012505","0845","387.72","430.92"
"012505","0900","395.28","436.32"
"012505","0915","399.6","438.48"
"012505","0930","402.84","440.64"
"012505","0945","405","440.64"
"012505","1000","403.92","436.32"
"012505","1015","408.24","440.64"
"012505","1030","403.92","439.56"
"012505","1045","408.24","439.56"
"012505","1100","401.76","433.08"
"012505","1115","400.68","434.16"
"012505","1130","401.76","436.32"
"012505","1145","403.92","438.48"
"012505","1200","401.76","437.4"
"012505","1215","402.84","438.48"
"012505","1230","405","442.8"
"012505","1245","402.84","440.64"
"012505","1300","401.76","440.64"
"012505","1315","402.84","442.8"
"012505","1330","398.52","440.64"
"012505","1345","398.52","440.64"
"012505","1400","397.44","440.64"
"012505","1415","397.44","441.72"
"012505","1430","393.12","438.48"
"012505","1445","393.12","433.08"
"012505","1500","390.96","432"
"012505","1515","383.4","427.68"
"012505","1530","386.64","432"
"012505","1545","385.56","432"
"012505","1600","380.16","425.52"
"012505","1615","372.6","421.2"
"012505","1630","372.6","421.2"
"012505","1645","367.2","416.88"
"012505","1700","359.64","413.64"
"012505","1715","356.4","412.56"
"012505","1730","349.92","405"
"012505","1745","344.52","403.92"
"012505","1800","340.2","398.52"
"012505","1815","336.96","392.04"
"012505","1830","324","382.32"
"012505","1845","321.84","382.32"
"012505","1900","320.76","379.08"
"012505","1915","316.44","373.68"
"012505","1930","316.44","376.92"
"012505","1945","315.36","375.84"
"012505","2000","314.28","376.92"
"012505","2015","319.68","381.24"
"012505","2030","319.68","381.24"
"012505","2045","322.92","382.32"
"012505","2100","322.92","385.56"
"012505","2115","325.08","388.8"
"012505","2130","320.76","383.4"
"012505","2145","321.84","380.16"
"012505","2200","322.92","387.72"
"012505","2215","318.6","383.4"
"012505","2230","322.92","389.88"
"012505","2245","320.76","387.72"
"012505","2300","325.08","385.56"
"012505","2315","325.08","386.64"
"012505","2330","321.84","383.4"
"012505","2345","322.92","389.88"
"012505","2400","322.92","385.56"
"012605","0015","325.08","388.8"
"012605","0030","321.84","383.4"
"012605","0045","314.28","379.08"
"012605","0100","321.84","388.8"
"012605","0115","320.76","386.64"
"012605","0130","317.52","382.32"
"012605","0145","316.44","383.4"
"012605","0200","319.68","389.88"
"012605","0215","319.68","384.48"
"012605","0230","317.52","379.08"
"012605","0245","317.52","382.32"
"012605","0300","317.52","381.24"
"012605","0315","316.44","379.08"
"012605","0330","320.76","383.4"
"012605","0345","317.52","381.24"
"012605","0400","317.52","383.4"
"012605","0415","317.52","378"
"012605","0430","316.44","379.08"
"012605","0445","317.52","378"
"012605","0500","318.6","378"
"012605","0515","319.68","379.08"
"012605","0530","316.44","375.84"
"012605","0545","324","381.24"
"012605","0600","325.08","386.64"
"012605","0615","324","379.08"
"012605","0630","329.4","389.88"
"012605","0645","329.4","383.4"
"012605","0700","331.56","388.8"
"012605","0715","340.2","395.28"
"012605","0730","353.16","403.92"
"012605","0745","362.88","410.4"
"012605","0800","368.28","415.8"
"012605","0815","373.68","417.96"
"012605","0830","379.08","420.12"
"012605","0845","382.32","422.28"
"012605","0900","389.88","430.92"
"012605","0915","394.2","430.92"
"012605","0930","397.44","432"
"012605","0945","396.36","430.92"
"012605","1000","401.76","435.24"
"012605","1015","405","438.48"
"012605","1030","405","442.8"
"012605","1045","408.24","443.88"
"012605","1100","411.48","443.88"
"012605","1115","406.08","444.96"
"012605","1130","407.16","442.8"
"012605","1145","406.08","443.88"
"012605","1200","405","443.88"
"012605","1215","405","443.88"
"012605","1230","408.24","444.96"
"012605","1245","402.84","441.72"
"012605","1300","402.84","441.72"
"012605","1315","406.08","447.12"
"012605","1330","407.16","443.88"
"012605","1345","402.84","441.72"
"012605","1400","398.52","438.48"
"012605","1415","400.68","438.48"
"012605","1430","398.52","439.56"
"012605","1445","396.36","436.32"
"012605","1500","392.04","435.24"
"012605","1515","393.12","436.32"
"012605","1530","390.96","434.16"
"012605","1545","385.56","433.08"
"012605","1600","384.48","430.92"
"012605","1615","381.24","430.92"
"012605","1630","376.92","426.6"
"012605","1645","373.68","423.36"
"012605","1700","369.36","422.28"
"012605","1715","358.56","414.72"
"012605","1730","360.72","415.8"
"012605","1745","355.32","410.4"
"012605","1800","344.52","403.92"
"012605","1815","340.2","399.6"
"012605","1830","338.04","398.52"
"012605","1845","336.96","397.44"
"012605","1900","338.04","398.52"
"012605","1915","334.8","394.2"
"012605","1930","334.8","397.44"
"012605","1945","330.48","393.12"
"012605","2000","329.4","390.96"
"012605","2015","331.56","385.56"
"012605","2030","321.84","378"
"012605","2045","319.68","374.76"
"012605","2100","319.68","376.92"
"012605","2115","321.84","382.32"
"012605","2130","317.52","378"
"012605","2145","316.44","376.92"
"012605","2200","319.68","383.4"
"012605","2215","313.2","381.24"
"012605","2230","315.36","379.08"
"012605","2245","317.52","384.48"
"012605","2300","315.36","376.92"
"012605","2315","313.2","371.52"
"012605","2330","314.28","382.32"
"012605","2345","314.28","376.92"
"012605","2400","314.28","376.92"
"012705","0015","314.28","372.6"
"012705","0030","311.04","373.68"
"012705","0045","312.12","375.84"
"012705","0100","315.36","381.24"
"012705","0115","314.28","376.92"
"012705","0130","308.88","372.6"
"012705","0145","312.12","371.52"
"012705","0200","311.04","368.28"
"012705","0215","312.12","372.6"
"012705","0230","307.8","366.12"
"012705","0245","309.96","368.28"
"012705","0300","305.64","362.88"
"012705","0315","306.72","360.72"
"012705","0330","306.72","359.64"
"012705","0345","309.96","361.8"
"012705","0400","314.28","362.88"
"012705","0415","317.52","367.2"
"012705","0430","319.68","362.88"
"012705","0445","319.68","365.04"
"012705","0500","317.52","361.8"
"012705","0515","315.36","358.56"
"012705","0530","304.56","354.24"
"012705","0545","306.72","352.08"
"012705","0600","328.32","367.2"
"012705","0615","321.84","368.28"
"012705","0630","328.32","375.84"
"012705","0645","327.24","371.52"
"012705","0700","334.8","379.08"
"012705","0715","341.28","385.56"
"012705","0730","360.72","409.32"
"012705","0745","368.28","415.8"
"012705","0800","372.6","421.2"
"012705","0815","382.32","426.6"
"012705","0830","384.48","427.68"
"012705","0845","392.04","432"
"012705","0900","400.68","437.4"
"012705","0915","405","439.56"
"012705","0930","415.8","443.88"
"012705","0945","415.8","446.04"
"012705","1000","420.12","447.12"
"012705","1015","417.96","447.12"
"012705","1030","414.72","442.8"
"012705","1045","408.24","441.72"
"012705","1100","413.64","444.96"
"012705","1115","410.4","443.88"
"012705","1130","412.56","446.04"
"012705","1145","409.32","443.88"
"012705","1200","408.24","444.96"
"012705","1215","411.48","448.2"
"012705","1230","412.56","447.12"
"012705","1245","407.16","443.88"
"012705","1300","408.24","444.96"
"012705","1315","409.32","448.2"
"012705","1330","408.24","442.8"
"012705","1345","408.24","446.04"
"012705","1400","408.24","446.04"
"012705","1415","409.32","447.12"
"012705","1430","407.16","444.96"
"012705","1445","401.76","441.72"
"012705","1500","399.6","437.4"
"012705","1515","397.44","439.56"
"012705","1530","395.28","436.32"
"012705","1545","396.36","439.56"
"012705","1600","390.96","436.32"
"012705","1615","386.64","435.24"
"012705","1630","382.32","426.6"
"012705","1645","375.84","426.6"
"012705","1700","375.84","425.52"
"012705","1715","365.04","419.04"
"012705","1730","356.4","406.08"
"012705","1745","355.32","405"
"012705","1800","351","403.92"
"012705","1815","347.76","396.36"
"012705","1830","343.44","392.04"
"012705","1845","344.52","395.28"
"012705","1900","343.44","394.2"
"012705","1915","344.52","395.28"
"012705","1930","344.52","393.12"
"012705","1945","348.84","397.44"
"012705","2000","351","394.2"
"012705","2015","347.76","390.96"
"012705","2030","351","395.28"
"012705","2045","348.84","395.28"
"012705","2100","343.44","390.96"
"012705","2115","344.52","397.44"
"012705","2130","336.96","388.8"
"012705","2145","341.28","398.52"
"012705","2200","336.96","392.04"
"012705","2215","333.72","392.04"
"012705","2230","332.64","387.72"
"012705","2245","330.48","390.96"
"012705","2300","332.64","390.96"
"012705","2315","333.72","397.44"
"012705","2330","327.24","385.56"
"012705","2345","325.08","383.4"
"012705","2400","326.16","386.64"
"012805","0015","327.24","386.64"
"012805","0030","327.24","383.4"
"012805","0045","328.32","388.8"
"012805","0100","327.24","386.64"
"012805","0115","330.48","386.64"
"012805","0130","326.16","382.32"
"012805","0145","322.92","380.16"
"012805","0200","327.24","382.32"
"012805","0215","328.32","386.64"
"012805","0230","332.64","388.8"
"012805","0245","327.24","381.24"
"012805","0300","334.8","388.8"
"012805","0315","334.8","388.8"
"012805","0330","336.96","390.96"
"012805","0345","335.88","387.72"
"012805","0400","328.32","382.32"
"012805","0415","324","378"
"012805","0430","322.92","379.08"
"012805","0445","324","383.4"
"012805","0500","320.76","375.84"
"012805","0515","324","379.08"
"012805","0530","317.52","373.68"
"012805","0545","326.16","376.92"
"012805","0600","334.8","384.48"
"012805","0615","336.96","384.48"
"012805","0630","343.44","390.96"
"012805","0645","347.76","393.12"
"012805","0700","348.84","396.36"
"012805","0715","346.68","396.36"
"012805","0730","355.32","403.92"
"012805","0745","361.8","414.72"
"012805","0800","378","425.52"
"012805","0815","373.68","422.28"
"012805","0830","390.96","433.08"
"012805","0845","397.44","437.4"
"012805","0900","402.84","438.48"
"012805","0915","415.8","447.12"
"012805","0930","416.88","446.04"
"012805","0945","421.2","449.28"
"012805","1000","401.76","433.08"
"012805","1015","402.84","432"
"012805","1030","398.52","429.84"
"012805","1045","410.4","444.96"
"012805","1100","414.72","449.28"
"012805","1115","412.56","447.12"
"012805","1130","413.64","448.2"
"012805","1145","410.4","447.12"
"012805","1200","409.32","443.88"
"012805","1215","413.64","449.28"
"012805","1230","411.48","444.96"
"012805","1245","402.84","437.4"
"012805","1300","396.36","428.76"
"012805","1315","395.28","430.92"
"012805","1330","394.2","428.76"
"012805","1345","393.12","430.92"
"012805","1400","386.64","423.36"
"012805","1415","385.56","425.52"
"012805","1430","401.76","441.72"
"012805","1445","396.36","441.72"
"012805","1500","397.44","440.64"
"012805","1515","390.96","437.4"
"012805","1530","388.8","435.24"
"012805","1545","382.32","430.92"
"012805","1600","383.4","432"
"012805","1615","376.92","428.76"
"012805","1630","371.52","423.36"
"012805","1645","366.12","421.2"
"012805","1700","362.88","416.88"
"012805","1715","353.16","412.56"
"012805","1730","346.68","405"
"012805","1745","343.44","406.08"
"012805","1800","343.44","398.52"
"012805","1815","339.12","396.36"
"012805","1830","333.72","392.04"
"012805","1845","332.64","388.8"
"012805","1900","330.48","382.32"
"012805","1915","327.24","383.4"
"012805","1930","329.4","386.64"
"012805","1945","329.4","388.8"
"012805","2000","325.08","382.32"
