"Customer Name","MW-BETHESDA HOSPITAL"
"Account Number","0490067501"
"Recorder ID","104804722"
"Service Address1",""
"Service Address2",""
CityStateZip,"","OH",""

"DATE","TIME","kWh","kQh"
"080206","0045","511.92","589.68"
"080206","0100","510.84","587.52"
"080206","0115","509.76","584.28"
"080206","0130","509.76","575.64"
"080206","0145","503.28","564.84"
"080206","0200","503.28","563.76"
"080206","0215","503.28","563.76"
"080206","0230","502.2","562.68"
"080206","0245","503.28","561.6"
"080206","0300","502.2","562.68"
"080206","0315","508.68","571.32"
"080206","0330","509.76","572.4"
"080206","0345","514.08","575.64"
"080206","0400","511.92","574.56"
"080206","0415","530.28","591.84"
"080206","0430","550.8","606.96"
"080206","0445","558.36","613.44"
"080206","0500","562.68","615.6"
"080206","0515","586.44","629.64"
"080206","0530","615.6","650.16"
"080206","0545","616.68","654.48"
"080206","0600","623.16","659.88"
"080206","0615","625.32","657.72"
"080206","0630","618.84","653.4"
"080206","0645","584.28","619.92"
"080206","0700","574.56","610.2"
"080206","0715","592.92","633.96"
"080206","0730","625.32","660.96"
"080206","0745","644.76","681.48"
"080206","0800","655.56","692.28"
"080206","0815","666.36","699.84"
"080206","0830","672.84","700.92"
"080206","0845","677.16","702"
"080206","0900","679.32","705.24"
"080206","0915","686.88","712.8"
"080206","0930","691.2","717.12"
"080206","0945","694.44","720.36"
"080206","1000","698.76","721.44"
"080206","1015","695.52","719.28"
"080206","1030","698.76","724.68"
"080206","1045","702","725.76"
"080206","1100","702","723.6"
"080206","1115","702","723.6"
"080206","1130","691.2","716.04"
"080206","1145","679.32","705.24"
"080206","1200","676.08","704.16"
"080206","1215","671.76","698.76"
"080206","1230","671.76","698.76"
"080206","1245","672.84","702"
"080206","1300","673.92","700.92"
"080206","1315","671.76","695.52"
"080206","1330","673.92","697.68"
"080206","1345","667.44","693.36"
"080206","1400","667.44","696.6"
"080206","1415","659.88","689.04"
"080206","1430","653.4","682.56"
"080206","1445","653.4","680.4"
"080206","1500","654.48","682.56"
"080206","1515","651.24","680.4"
"080206","1530","645.84","677.16"
"080206","1545","643.68","676.08"
"080206","1600","644.76","676.08"
"080206","1615","626.4","660.96"
"080206","1630","616.68","653.4"
"080206","1645","609.12","652.32"
"080206","1700","602.64","646.92"
"080206","1715","597.24","645.84"
"080206","1730","590.76","642.6"
"080206","1745","582.12","636.12"
"080206","1800","575.64","635.04"
"080206","1815","564.84","622.08"
"080206","1830","551.88","611.28"
"080206","1845","546.48","610.2"
"080206","1900","544.32","610.2"
"080206","1915","540","602.64"
"080206","1930","533.52","601.56"
"080206","1945","536.76","598.32"
"080206","2000","532.44","594"
"080206","2015","532.44","599.4"
"080206","2030","532.44","596.16"
"080206","2045","542.16","601.56"
"080206","2100","548.64","606.96"
"080206","2115","554.04","610.2"
"080206","2130","556.2","608.04"
"080206","2145","555.12","609.12"
"080206","2200","557.28","611.28"
"080206","2215","531.36","601.56"
"080206","2230","521.64","596.16"
"080206","2245","519.48","591.84"
"080206","2300","518.4","584.28"
"080206","2315","516.24","583.2"
"080206","2330","513","585.36"
"080206","2345","511.92","586.44"
"080206","2400","513","585.36"
"080306","0015","511.92","584.28"
"080306","0030","511.92","583.2"
"080306","0045","513","584.28"
"080306","0100","511.92","586.44"
"080306","0115","509.76","582.12"
"080306","0130","505.44","584.28"
"080306","0145","506.52","584.28"
"080306","0200","503.28","578.88"
"080306","0215","503.28","575.64"
"080306","0230","500.04","561.6"
"080306","0245","497.88","554.04"
"080306","0300","500.04","556.2"
"080306","0315","504.36","562.68"
"080306","0330","503.28","562.68"
"080306","0345","507.6","564.84"
"080306","0400","507.6","568.08"
"080306","0415","519.48","578.88"
"080306","0430","528.12","584.28"
"080306","0445","538.92","592.92"
"080306","0500","552.96","602.64"
"080306","0515","583.2","622.08"
"080306","0530","615.6","642.6"
"080306","0545","614.52","645.84"
"080306","0600","613.44","641.52"
"080306","0615","618.84","654.48"
"080306","0630","622.08","658.8"
"080306","0645","618.84","658.8"
"080306","0700","622.08","657.72"
"080306","0715","629.64","660.96"
"080306","0730","639.36","671.76"
"080306","0745","644.76","680.4"
"080306","0800","654.48","685.8"
"080306","0815","660.96","691.2"
"080306","0830","665.28","692.28"
"080306","0845","669.6","693.36"
"080306","0900","673.92","696.6"
"080306","0915","681.48","708.48"
"080306","0930","687.96","711.72"
"080306","0945","689.04","720.36"
"080306","1000","693.36","717.12"
"080306","1015","694.44","721.44"
"080306","1030","694.44","718.2"
"080306","1045","696.6","722.52"
"080306","1100","698.76","721.44"
"080306","1115","697.68","722.52"
"080306","1130","680.4","709.56"
"080306","1145","667.44","697.68"
"080306","1200","667.44","697.68"
"080306","1215","668.52","702"
"080306","1230","671.76","702"
"080306","1245","664.2","694.44"
"080306","1300","668.52","696.6"
"080306","1315","667.44","694.44"
"080306","1330","668.52","697.68"
"080306","1345","669.6","698.76"
"080306","1400","667.44","697.68"
"080306","1415","659.88","686.88"
"080306","1430","657.72","685.8"
"080306","1445","654.48","681.48"
"080306","1500","651.24","681.48"
"080306","1515","650.16","682.56"
"080306","1530","646.92","677.16"
"080306","1545","640.44","672.84"
"080306","1600","639.36","673.92"
"080306","1615","618.84","657.72"
"080306","1630","612.36","653.4"
"080306","1645","606.96","650.16"
"080306","1700","602.64","649.08"
"080306","1715","595.08","649.08"
"080306","1730","589.68","648"
"080306","1745","584.28","642.6"
"080306","1800","582.12","644.76"
"080306","1815","569.16","628.56"
"080306","1830","561.6","624.24"
"080306","1845","551.88","612.36"
"080306","1900","551.88","614.52"
"080306","1915","540","604.8"
"080306","1930","540","608.04"
"080306","1945","530.28","598.32"
"080306","2000","522.72","595.08"
"080306","2015","513","586.44"
"080306","2030","516.24","589.68"
"080306","2045","525.96","592.92"
"080306","2100","530.28","597.24"
"080306","2115","534.6","603.72"
"080306","2130","537.84","602.64"
"080306","2145","540","602.64"
"080306","2200","541.08","604.8"
"080306","2215","516.24","592.92"
"080306","2230","509.76","590.76"
"080306","2245","503.28","584.28"
"080306","2300","503.28","583.2"
"080306","2315","501.12","582.12"
"080306","2330","498.96","581.04"
"080306","2345","496.8","575.64"
"080306","2400","493.56","567"
"080406","0015","490.32","559.44"
"080406","0030","488.16","557.28"
"080406","0045","488.16","556.2"
"080406","0100","488.16","555.12"
"080406","0115","484.92","552.96"
"080406","0130","483.84","551.88"
"080406","0145","486","559.44"
"080406","0200","484.92","555.12"
"080406","0215","486","557.28"
"080406","0230","483.84","554.04"
"080406","0245","483.84","552.96"
"080406","0300","483.84","555.12"
"080406","0315","489.24","559.44"
"080406","0330","490.32","562.68"
"080406","0345","489.24","558.36"
"080406","0400","489.24","561.6"
"080406","0415","497.88","570.24"
"080406","0430","504.36","575.64"
"080406","0445","520.56","586.44"
"080406","0500","533.52","592.92"
"080406","0515","552.96","604.8"
"080406","0530","574.56","617.76"
"080406","0545","574.56","623.16"
"080406","0600","560.52","610.2"
"080406","0615","560.52","610.2"
"080406","0630","567","613.44"
"080406","0645","569.16","618.84"
"080406","0700","571.32","622.08"
"080406","0715","578.88","628.56"
"080406","0730","587.52","632.88"
"080406","0745","591.84","638.28"
"080406","0800","591.84","636.12"
"080406","0815","594","638.28"
"080406","0830","604.8","644.76"
"080406","0845","603.72","639.36"
"080406","0900","608.04","644.76"
"080406","0915","608.04","639.36"
"080406","0930","614.52","643.68"
"080406","0945","628.56","656.64"
"080406","1000","631.8","656.64"
"080406","1015","631.8","657.72"
"080406","1030","637.2","660.96"
"080406","1045","636.12","659.88"
"080406","1100","632.88","658.8"
"080406","1115","618.84","657.72"
"080406","1130","610.2","662.04"
"080406","1145","606.96","658.8"
"080406","1200","597.24","651.24"
"080406","1215","600.48","657.72"
"080406","1230","601.56","657.72"
"080406","1245","600.48","654.48"
"080406","1300","606.96","658.8"
"080406","1315","604.8","659.88"
"080406","1330","605.88","659.88"
"080406","1345","604.8","656.64"
"080406","1400","601.56","654.48"
"080406","1415","594","645.84"
"080406","1430","587.52","641.52"
"080406","1445","586.44","638.28"
"080406","1500","586.44","641.52"
"080406","1515","582.12","642.6"
"080406","1530","583.2","641.52"
"080406","1545","581.04","641.52"
"080406","1600","576.72","632.88"
"080406","1615","572.4","633.96"
"080406","1630","565.92","627.48"
"080406","1645","563.76","629.64"
"080406","1700","556.2","627.48"
"080406","1715","544.32","617.76"
"080406","1730","536.76","611.28"
"080406","1745","535.68","608.04"
"080406","1800","525.96","591.84"
"080406","1815","521.64","598.32"
"080406","1830","509.76","586.44"
"080406","1845","507.6","581.04"
"080406","1900","510.84","585.36"
"080406","1915","497.88","568.08"
"080406","1930","495.72","570.24"
"080406","1945","489.24","555.12"
"080406","2000","481.68","524.88"
"080406","2015","476.28","523.8"
"080406","2030","473.04","520.56"
"080406","2045","477.36","525.96"
"080406","2100","483.84","527.04"
"080406","2115","483.84","528.12"
"080406","2130","482.76","525.96"
"080406","2145","480.6","530.28"
"080406","2200","482.76","529.2"
"080406","2215","460.08","518.4"
"080406","2230","447.12","504.36"
"080406","2245","447.12","507.6"
"080406","2300","444.96","504.36"
"080406","2315","441.72","500.04"
"080406","2330","442.8","496.8"
"080406","2345","439.56","492.48"
"080406","2400","442.8","496.8"
"080506","0015","438.48","493.56"
"080506","0030","437.4","489.24"
"080506","0045","439.56","491.4"
"080506","0100","435.24","490.32"
"080506","0115","433.08","488.16"
"080506","0130","433.08","489.24"
"080506","0145","435.24","492.48"
"080506","0200","428.76","481.68"
"080506","0215","435.24","491.4"
"080506","0230","427.68","479.52"
"080506","0245","430.92","482.76"
"080506","0300","427.68","480.6"
"080506","0315","427.68","479.52"
"080506","0330","427.68","479.52"
"080506","0345","425.52","482.76"
"080506","0400","428.76","481.68"
"080506","0415","422.28","475.2"
"080506","0430","429.84","483.84"
"080506","0445","423.36","479.52"
"080506","0500","426.6","479.52"
"080506","0515","424.44","479.52"
"080506","0530","420.12","475.2"
"080506","0545","447.12","494.64"
"080506","0600","453.6","497.88"
"080506","0615","456.84","500.04"
"080506","0630","454.68","501.12"
"080506","0645","449.28","494.64"
"080506","0700","447.12","494.64"
"080506","0715","441.72","490.32"
"080506","0730","446.04","491.4"
"080506","0745","442.8","486"
"080506","0800","449.28","492.48"
"080506","0815","438.48","477.36"
"080506","0830","433.08","477.36"
"080506","0845","436.32","476.28"
"080506","0900","434.16","474.12"
"080506","0915","436.32","478.44"
"080506","0930","437.4","478.44"
"080506","0945","442.8","482.76"
"080506","1000","439.56","481.68"
"080506","1015","441.72","478.44"
"080506","1030","447.12","488.16"
"080506","1045","443.88","483.84"
"080506","1100","450.36","491.4"
"080506","1115","441.72","481.68"
"080506","1130","451.44","490.32"
"080506","1145","461.16","498.96"
"080506","1200","464.4","502.2"
"080506","1215","461.16","495.72"
"080506","1230","466.56","504.36"
"080506","1245","470.88","505.44"
"080506","1300","469.8","505.44"
"080506","1315","470.88","506.52"
"080506","1330","471.96","504.36"
"080506","1345","473.04","506.52"
"080506","1400","476.28","509.76"
"080506","1415","471.96","504.36"
"080506","1430","477.36","509.76"
"080506","1445","478.44","507.6"
"080506","1500","480.6","511.92"
"080506","1515","484.92","520.56"
"080506","1530","484.92","519.48"
"080506","1545","481.68","520.56"
"080506","1600","504.36","565.92"
"080506","1615","503.28","567"
"080506","1630","496.8","559.44"
"080506","1645","491.4","556.2"
"080506","1700","496.8","559.44"
"080506","1715","496.8","561.6"
"080506","1730","493.56","560.52"
"080506","1745","498.96","562.68"
"080506","1800","491.4","557.28"
"080506","1815","492.48","559.44"
"080506","1830","492.48","560.52"
"080506","1845","497.88","564.84"
"080506","1900","492.48","560.52"
"080506","1915","493.56","555.12"
"080506","1930","488.16","552.96"
"080506","1945","488.16","543.24"
"080506","2000","484.92","540"
"080506","2015","481.68","538.92"
"080506","2030","487.08","542.16"
"080506","2045","481.68","538.92"
"080506","2100","484.92","538.92"
"080506","2115","477.36","533.52"
"080506","2130","480.6","536.76"
"080506","2145","479.52","537.84"
"080506","2200","480.6","537.84"
"080506","2215","459","522.72"
"080506","2230","451.44","507.6"
"080506","2245","436.32","482.76"
"080506","2300","439.56","484.92"
"080506","2315","433.08","483.84"
"080506","2330","427.68","480.6"
"080506","2345","434.16","480.6"
"080506","2400","430.92","479.52"
"080606","0015","428.76","478.44"
"080606","0030","434.16","483.84"
"080606","0045","427.68","477.36"
"080606","0100","432","481.68"
"080606","0115","429.84","480.6"
"080606","0130","425.52","478.44"
"080606","0145","432","482.76"
"080606","0200","430.92","484.92"
"080606","0215","426.6","478.44"
"080606","0230","432","484.92"
"080606","0245","428.76","481.68"
"080606","0300","427.68","479.52"
"080606","0315","430.92","484.92"
"080606","0330","424.44","477.36"
"080606","0345","428.76","481.68"
"080606","0400","427.68","480.6"
"080606","0415","425.52","480.6"
"080606","0430","429.84","482.76"
"080606","0445","419.04","475.2"
"080606","0500","428.76","482.76"
"080606","0515","423.36","477.36"
"080606","0530","426.6","479.52"
"080606","0545","444.96","491.4"
"080606","0600","461.16","503.28"
"080606","0615","457.92","501.12"
"080606","0630","454.68","497.88"
"080606","0645","453.6","496.8"
"080606","0700","450.36","496.8"
"080606","0715","449.28","495.72"
"080606","0730","451.44","498.96"
"080606","0745","448.2","492.48"
"080606","0800","450.36","493.56"
"080606","0815","451.44","495.72"
"080606","0830","452.52","495.72"
"080606","0845","451.44","491.4"
"080606","0900","452.52","492.48"
"080606","0915","456.84","497.88"
"080606","0930","461.16","497.88"
"080606","0945","463.32","500.04"
"080606","1000","468.72","506.52"
"080606","1015","476.28","510.84"
"080606","1030","478.44","510.84"
"080606","1045","478.44","509.76"
"080606","1100","490.32","530.28"
"080606","1115","513","559.44"
"080606","1130","518.4","567"
"080606","1145","518.4","574.56"
"080606","1200","525.96","577.8"
"080606","1215","530.28","581.04"
"080606","1230","536.76","584.28"
"080606","1245","534.6","579.96"
"080606","1300","537.84","581.04"
"080606","1315","540","583.2"
"080606","1330","541.08","586.44"
"080606","1345","546.48","589.68"
"080606","1400","546.48","591.84"
"080606","1415","546.48","588.6"
"080606","1430","544.32","590.76"
"080606","1445","544.32","587.52"
"080606","1500","545.4","588.6"
"080606","1515","543.24","586.44"
"080606","1530","540","585.36"
"080606","1545","534.6","586.44"
"080606","1600","538.92","588.6"
"080606","1615","535.68","582.12"
"080606","1630","530.28","579.96"
"080606","1645","531.36","582.12"
"080606","1700","533.52","583.2"
"080606","1715","532.44","577.8"
"080606","1730","538.92","586.44"
"080606","1745","535.68","585.36"
"080606","1800","535.68","583.2"
"080606","1815","536.76","585.36"
"080606","1830","537.84","587.52"
"080606","1845","536.76","585.36"
"080606","1900","533.52","582.12"
"080606","1915","528.12","582.12"
"080606","1930","533.52","587.52"
"080606","1945","529.2","584.28"
"080606","2000","528.12","584.28"
"080606","2015","528.12","587.52"
"080606","2030","527.04","584.28"
"080606","2045","525.96","582.12"
"080606","2100","525.96","578.88"
"080606","2115","522.72","575.64"
"080606","2130","522.72","577.8"
"080606","2145","525.96","584.28"
"080606","2200","527.04","584.28"
"080606","2215","504.36","570.24"
"080606","2230","496.8","565.92"
"080606","2245","496.8","564.84"
"080606","2300","495.72","565.92"
"080606","2315","497.88","567"
"080606","2330","495.72","567"
"080606","2345","495.72","569.16"
"080606","2400","496.8","568.08"
"080706","0015","493.56","559.44"
"080706","0030","496.8","558.36"
"080706","0045","492.48","557.28"
"080706","0100","495.72","557.28"
"080706","0115","492.48","554.04"
"080706","0130","493.56","557.28"
"080706","0145","491.4","555.12"
"080706","0200","495.72","561.6"
"080706","0215","493.56","556.2"
"080706","0230","494.64","558.36"
"080706","0245","496.8","558.36"
"080706","0300","496.8","559.44"
"080706","0315","509.76","573.48"
"080706","0330","515.16","576.72"
"080706","0345","518.4","578.88"
"080706","0400","523.8","583.2"
"080706","0415","525.96","586.44"
"080706","0430","525.96","583.2"
"080706","0445","536.76","594"
"080706","0500","544.32","596.16"
"080706","0515","585.36","619.92"
"080706","0530","604.8","637.2"
"080706","0545","609.12","644.76"
"080706","0600","611.28","642.6"
"080706","0615","609.12","640.44"
"080706","0630","610.2","640.44"
"080706","0645","612.36","646.92"
"080706","0700","615.6","651.24"
"080706","0715","623.16","656.64"
"080706","0730","629.64","660.96"
"080706","0745","637.2","667.44"
"080706","0800","645.84","673.92"
"080706","0815","653.4","679.32"
"080706","0830","665.28","696.6"
"080706","0845","666.36","693.36"
"080706","0900","671.76","695.52"
"080706","0915","677.16","698.76"
"080706","0930","680.4","702"
"080706","0945","686.88","707.4"
"080706","1000","684.72","703.08"
"080706","1015","689.04","706.32"
"080706","1030","689.04","708.48"
"080706","1045","691.2","708.48"
"080706","1100","692.28","711.72"
"080706","1115","686.88","707.4"
"080706","1130","668.52","692.28"
"080706","1145","658.8","685.8"
"080706","1200","656.64","681.48"
"080706","1215","658.8","685.8"
"080706","1230","656.64","678.24"
"080706","1245","655.56","682.56"
"080706","1300","653.4","682.56"
"080706","1315","652.32","682.56"
"080706","1330","651.24","679.32"
"080706","1345","650.16","677.16"
"080706","1400","646.92","675"
"080706","1415","642.6","669.6"
"080706","1430","643.68","670.68"
"080706","1445","638.28","665.28"
"080706","1500","637.2","666.36"
"080706","1515","632.88","665.28"
"080706","1530","631.8","663.12"
"080706","1545","630.72","670.68"
"080706","1600","629.64","669.6"
"080706","1615","614.52","659.88"
"080706","1630","608.04","654.48"
"080706","1645","602.64","652.32"
"080706","1700","596.16","649.08"
"080706","1715","587.52","641.52"
"080706","1730","579.96","636.12"
"080706","1745","577.8","638.28"
"080706","1800","574.56","633.96"
"080706","1815","556.2","614.52"
"080706","1830","547.56","605.88"
"080706","1845","549.72","613.44"
"080706","1900","542.16","609.12"
"080706","1915","537.84","601.56"
"080706","1930","532.44","594"
"080706","1945","525.96","586.44"
"080706","2000","529.2","587.52"
"080706","2015","530.28","596.16"
"080706","2030","531.36","602.64"
"080706","2045","538.92","596.16"
"080706","2100","545.4","597.24"
"080706","2115","548.64","600.48"
"080706","2130","549.72","604.8"
"080706","2145","545.4","603.72"
"080706","2200","538.92","599.4"
"080706","2215","514.08","590.76"
"080706","2230","503.28","577.8"
"080706","2245","502.2","572.4"
"080706","2300","502.2","573.48"
"080706","2315","501.12","567"
"080706","2330","498.96","568.08"
"080706","2345","496.8","562.68"
"080706","2400","501.12","565.92"
"080806","0015","494.64","560.52"
"080806","0030","496.8","563.76"
"080806","0045","492.48","557.28"
"080806","0100","489.24","557.28"
"080806","0115","492.48","560.52"
"080806","0130","494.64","561.6"
"080806","0145","491.4","560.52"
"080806","0200","493.56","563.76"
"080806","0215","490.32","560.52"
"080806","0230","490.32","552.96"
"080806","0245","489.24","554.04"
"080806","0300","490.32","554.04"
"080806","0315","493.56","560.52"
"080806","0330","496.8","564.84"
"080806","0345","496.8","567"
"080806","0400","497.88","568.08"
"080806","0415","507.6","575.64"
"080806","0430","513","576.72"
"080806","0445","521.64","583.2"
"080806","0500","532.44","591.84"
"080806","0515","550.8","601.56"
"080806","0530","582.12","622.08"
"080806","0545","583.2","626.4"
"080806","0600","579.96","618.84"
"080806","0615","584.28","618.84"
"080806","0630","578.88","611.28"
"080806","0645","576.72","615.6"
"080806","0700","576.72","617.76"
"080806","0715","581.04","627.48"
"080806","0730","587.52","631.8"
"080806","0745","584.28","627.48"
"080806","0800","592.92","631.8"
"080806","0815","594","630.72"
"080806","0830","600.48","640.44"
"080806","0845","606.96","641.52"
"080806","0900","606.96","641.52"
"080806","0915","613.44","657.72"
"080806","0930","619.92","657.72"
"080806","0945","621","660.96"
"080806","1000","627.48","663.12"
"080806","1015","629.64","667.44"
"080806","1030","633.96","668.52"
"080806","1045","635.04","666.36"
"080806","1100","640.44","670.68"
"080806","1115","632.88","669.6"
"080806","1130","624.24","665.28"
"080806","1145","623.16","663.12"
"080806","1200","624.24","663.12"
"080806","1215","623.16","665.28"
"080806","1230","623.16","666.36"
"080806","1245","619.92","664.2"
"080806","1300","621","663.12"
"080806","1315","622.08","663.12"
"080806","1330","624.24","665.28"
"080806","1345","615.6","655.56"
"080806","1400","612.36","654.48"
"080806","1415","605.88","646.92"
"080806","1430","601.56","644.76"
"080806","1445","599.4","640.44"
"080806","1500","600.48","643.68"
"080806","1515","601.56","648"
"080806","1530","598.32","644.76"
"080806","1545","595.08","643.68"
"080806","1600","591.84","640.44"
"080806","1615","579.96","629.64"
"080806","1630","578.88","628.56"
"080806","1645","573.48","627.48"
"080806","1700","569.16","625.32"
"080806","1715","563.76","624.24"
"080806","1730","561.6","619.92"
"080806","1745","556.2","621"
"080806","1800","545.4","612.36"
"080806","1815","533.52","600.48"
"080806","1830","525.96","590.76"
"080806","1845","525.96","587.52"
"080806","1900","517.32","573.48"
"080806","1915","507.6","567"
"080806","1930","503.28","562.68"
"080806","1945","503.28","563.76"
"080806","2000","497.88","551.88"
"080806","2015","500.04","558.36"
"080806","2030","495.72","555.12"
"080806","2045","503.28","558.36"
"080806","2100","509.76","563.76"
"080806","2115","507.6","561.6"
"080806","2130","507.6","559.44"
"080806","2145","505.44","561.6"
"080806","2200","505.44","560.52"
"080806","2215","484.92","551.88"
"080806","2230","476.28","542.16"
"080806","2245","473.04","542.16"
"080806","2300","470.88","537.84"
"080806","2315","470.88","544.32"
"080806","2330","462.24","532.44"
"080806","2345","464.4","524.88"
"080806","2400","450.36","501.12"
"080906","0015","446.04","495.72"
"080906","0030","446.04","495.72"
"080906","0045","440.64","492.48"
"080906","0100","443.88","494.64"
"080906","0115","435.24","488.16"
"080906","0130","442.8","496.8"
"080906","0145","436.32","490.32"
"080906","0200","441.72","493.56"
"080906","0215","438.48","490.32"
"080906","0230","436.32","490.32"
"080906","0245","440.64","493.56"
"080906","0300","439.56","492.48"
"080906","0315","440.64","497.88"
"080906","0330","439.56","495.72"
"080906","0345","446.04","501.12"
"080906","0400","442.8","500.04"
"080906","0415","450.36","507.6"
"080906","0430","465.48","523.8"
"080906","0445","467.64","525.96"
"080906","0500","468.72","521.64"
"080906","0515","488.16","537.84"
"080906","0530","502.2","543.24"
"080906","0545","509.76","552.96"
"080906","0600","519.48","560.52"
"080906","0615","520.56","562.68"
"080906","0630","522.72","560.52"
"080906","0645","524.88","561.6"
"080906","0700","529.2","569.16"
"080906","0715","536.76","578.88"
"080906","0730","547.56","585.36"
"080906","0745","552.96","587.52"
"080906","0800","557.28","590.76"
"080906","0815","565.92","594"
"080906","0830","571.32","603.72"
"080906","0845","594","631.8"
"080906","0900","594","635.04"
"080906","0915","599.4","636.12"
"080906","0930","605.88","640.44"
"080906","0945","604.8","640.44"
"080906","1000","612.36","645.84"
"080906","1015","613.44","645.84"
"080906","1030","621","650.16"
"080906","1045","626.4","655.56"
"080906","1100","623.16","656.64"
"080906","1115","611.28","646.92"
"080906","1130","609.12","645.84"
"080906","1145","605.88","643.68"
"080906","1200","608.04","643.68"
"080906","1215","608.04","643.68"
"080906","1230","610.2","645.84"
"080906","1245","611.28","643.68"
"080906","1300","613.44","651.24"
"080906","1315","615.6","653.4"
"080906","1330","614.52","653.4"
"080906","1345","611.28","648"
"080906","1400","612.36","648"
"080906","1415","610.2","645.84"
"080906","1430","609.12","646.92"
"080906","1445","605.88","641.52"
"080906","1500","605.88","642.6"
"080906","1515","604.8","642.6"
"080906","1530","603.72","641.52"
"080906","1545","598.32","640.44"
"080906","1600","596.16","637.2"
"080906","1615","586.44","628.56"
"080906","1630","581.04","622.08"
"080906","1645","574.56","619.92"
"080906","1700","568.08","615.6"
"080906","1715","563.76","614.52"
"080906","1730","557.28","606.96"
"080906","1745","552.96","609.12"
"080906","1800","550.8","613.44"
"080906","1815","535.68","591.84"
"080906","1830","531.36","589.68"
"080906","1845","524.88","579.96"
"080906","1900","524.88","584.28"
"080906","1915","517.32","571.32"
"080906","1930","516.24","577.8"
"080906","1945","513","571.32"
"080906","2000","510.84","573.48"
"080906","2015","508.68","567"
"080906","2030","511.92","569.16"
"080906","2045","518.4","572.4"
"080906","2100","524.88","576.72"
"080906","2115","529.2","578.88"
"080906","2130","528.12","581.04"
"080906","2145","522.72","577.8"
"080906","2200","523.8","582.12"
"080906","2215","503.28","563.76"
"080906","2230","492.48","556.2"
"080906","2245","490.32","555.12"
"080906","2300","489.24","555.12"
"080906","2315","484.92","552.96"
"080906","2330","482.76","554.04"
"080906","2345","486","556.2"
"080906","2400","484.92","554.04"
"081006","0015","481.68","551.88"
"081006","0030","477.36","547.56"
"081006","0045","479.52","549.72"
"081006","0100","482.76","551.88"
"081006","0115","483.84","554.04"
"081006","0130","479.52","550.8"
"081006","0145","481.68","552.96"
"081006","0200","480.6","554.04"
"081006","0215","481.68","552.96"
"081006","0230","479.52","550.8"
"081006","0245","480.6","546.48"
"081006","0300","481.68","550.8"
"081006","0315","483.84","554.04"
"081006","0330","486","555.12"
"081006","0345","491.4","560.52"
"081006","0400","489.24","558.36"
"081006","0415","501.12","570.24"
"081006","0430","506.52","573.48"
"081006","0445","517.32","582.12"
"081006","0500","522.72","584.28"
"081006","0515","554.04","605.88"
"081006","0530","577.8","621"
"081006","0545","581.04","625.32"
"081006","0600","577.8","621"
"081006","0615","571.32","612.36"
"081006","0630","572.4","616.68"
"081006","0645","577.8","625.32"
"081006","0700","582.12","627.48"
"081006","0715","595.08","635.04"
"081006","0730","606.96","639.36"
"081006","0745","610.2","643.68"
"081006","0800","616.68","649.08"
"081006","0815","625.32","656.64"
"081006","0830","631.8","658.8"
"081006","0845","635.04","659.88"
"081006","0900","639.36","659.88"
"081006","0915","648","667.44"
"081006","0930","655.56","676.08"
"081006","0945","655.56","671.76"
"081006","1000","656.64","679.32"
"081006","1015","660.96","684.72"
"081006","1030","660.96","682.56"
"081006","1045","665.28","689.04"
"081006","1100","669.6","695.52"
"081006","1115","655.56","683.64"
"081006","1130","635.04","672.84"
"081006","1145","632.88","668.52"
"081006","1200","633.96","669.6"
"081006","1215","636.12","673.92"
"081006","1230","631.8","668.52"
"081006","1245","627.48","665.28"
"081006","1300","626.4","664.2"
"081006","1315","627.48","667.44"
"081006","1330","627.48","670.68"
"081006","1345","625.32","666.36"
"081006","1400","624.24","666.36"
"081006","1415","618.84","657.72"
"081006","1430","617.76","659.88"
"081006","1445","618.84","659.88"
"081006","1500","613.44","662.04"
"081006","1515","609.12","657.72"
"081006","1530","604.8","653.4"
"081006","1545","602.64","654.48"
"081006","1600","597.24","649.08"
"081006","1615","590.76","643.68"
"081006","1630","583.2","638.28"
"081006","1645","574.56","627.48"
"081006","1700","563.76","614.52"
"081006","1715","558.36","615.6"
"081006","1730","552.96","611.28"
"081006","1745","546.48","609.12"
"081006","1800","537.84","601.56"
"081006","1815","525.96","585.36"
"081006","1830","516.24","575.64"
"081006","1845","514.08","575.64"
"081006","1900","511.92","573.48"
"081006","1915","506.52","568.08"
"081006","1930","503.28","562.68"
"081006","1945","502.2","561.6"
"081006","2000","503.28","562.68"
"081006","2015","498.96","560.52"
"081006","2030","501.12","562.68"
"081006","2045","507.6","567"
"081006","2100","509.76","568.08"
"081006","2115","508.68","565.92"
"081006","2130","508.68","564.84"
"081006","2145","510.84","569.16"
"081006","2200","507.6","567"
"081006","2215","491.4","562.68"
"081006","2230","481.68","550.8"
"081006","2245","477.36","547.56"
"081006","2300","474.12","543.24"
"081006","2315","475.2","551.88"
"081006","2330","468.72","544.32"
"081006","2345","468.72","543.24"
"081006","2400","466.56","544.32"
"081106","0015","468.72","541.08"
"081106","0030","468.72","544.32"
"081106","0045","466.56","535.68"
"081106","0100","471.96","546.48"
"081106","0115","466.56","538.92"
"081106","0130","468.72","542.16"
"081106","0145","468.72","542.16"
"081106","0200","469.8","542.16"
"081106","0215","470.88","544.32"
"081106","0230","467.64","542.16"
"081106","0245","467.64","538.92"
"081106","0300","468.72","543.24"
"081106","0315","471.96","547.56"
"081106","0330","474.12","547.56"
